timestamp,anglez,enmo,series_id,step,awake
2019-02-08 17:00:00+00:00,-88.68370056152344,0.0,349c5562ee2c,0,True
2019-02-08 17:10:00+00:00,-88.68370056152344,0.0,349c5562ee2c,120,True
2019-02-08 17:20:00+00:00,-81.86632291078567,0.013463333326702314,349c5562ee2c,240,True
2019-02-08 17:30:00+00:00,-0.4619666909178098,0.12213833331794978,349c5562ee2c,360,True
2019-02-08 17:40:00+00:00,28.880279215052724,0.030444999993657455,349c5562ee2c,480,True
2019-02-08 17:50:00+00:00,5.772545121113459,0.03392916663724459,349c5562ee2c,600,True
2019-02-08 18:00:00+00:00,19.412950044870378,0.010200833372255106,349c5562ee2c,720,True
2019-02-08 18:10:00+00:00,-10.488744099934896,0.02520083333729413,349c5562ee2c,840,True
2019-02-08 18:20:00+00:00,-13.934996620379389,0.12945000042673196,349c5562ee2c,960,True
2019-02-08 18:30:00+00:00,-23.94935907969872,0.030171666765393894,349c5562ee2c,1080,True
2019-02-08 18:40:00+00:00,-13.76307329982519,0.02605583343229223,349c5562ee2c,1200,True
2019-02-08 18:50:00+00:00,3.171799209465583,0.12575416640417336,349c5562ee2c,1320,True
2019-02-08 19:00:00+00:00,2.3383291110396387,0.04978833357563413,349c5562ee2c,1440,True
2019-02-08 19:10:00+00:00,4.368006694316864,0.3594183352504236,349c5562ee2c,1560,True
2019-02-08 19:20:00+00:00,6.941646690883985,0.2825366655092997,349c5562ee2c,1680,True
2019-02-08 19:30:00+00:00,2.048831725200095,0.1535933336766902,349c5562ee2c,1800,True
2019-02-08 19:40:00+00:00,-10.036754190797607,0.11337666740873824,349c5562ee2c,1920,True
2019-02-08 19:50:00+00:00,6.787892451385657,0.059408334005214135,349c5562ee2c,2040,True
2019-02-08 20:00:00+00:00,10.378670014937718,0.05287166699545191,349c5562ee2c,2160,True
2019-02-08 20:10:00+00:00,48.358295879450935,0.018696666736650474,349c5562ee2c,2280,True
2019-02-08 20:20:00+00:00,67.51731323401133,0.007578333365260397,349c5562ee2c,2400,True
2019-02-08 20:30:00+00:00,45.80851053645213,0.06330916676167055,349c5562ee2c,2520,True
2019-02-08 20:40:00+00:00,32.613233454277115,0.09725416588601847,349c5562ee2c,2640,True
2019-02-08 20:50:00+00:00,17.355540717641514,0.059982500010179705,349c5562ee2c,2760,True
2019-02-08 21:00:00+00:00,33.6033058544,0.08833833311103562,349c5562ee2c,2880,True
2019-02-08 21:10:00+00:00,4.284377480112016,0.08944000046952467,349c5562ee2c,3000,True
2019-02-08 21:20:00+00:00,-3.3315816725293796,0.04977749998991683,349c5562ee2c,3120,True
2019-02-08 21:30:00+00:00,-16.73061739554008,0.032681666518207406,349c5562ee2c,3240,True
